	HypoPNAF1CNT1	HypoPNAF1CNT3	HypoPNAF1CNT4	HypoPNAF1DHT2	HypoPNAF1DHT4
Pebp1	10	9	11	18	20
Vsig10	0	2	0	0	0
Wsb2	2	3	1	3	2
Ksr2	0	2	1	1	1
Nos1	4	0	3	3	3
Fbxo21	0	0	0	3	4
Tesc	2	0	1	2	0
Fbxw8	1	2	1	1	2
Hrk	0	0	0	0	0
Rnft2	0	1	0	1	0
2410131K14Rik	0	0	1	0	2
Med13l	1	1	0	3	1
Tbx3	2	3	2	2	1
Rbm19	0	1	1	0	0
Sdsl	3	1	0	3	4
Plbd2	1	1	1	0	1
Tpcn1	0	0	2	4	0
Iqcd	1	0	1	0	0
Rita1	0	1	0	0	0
Ddx54	1	1	0	0	0
Rasal1	1	1	0	0	0
Dtx1	1	0	0	0	3
Oas1c	1	0	0	1	0
Rph3a	2	2	2	1	1
Ptpn11	4	2	0	0	2
Rpl6	17	21	9	46	53
Hectd4	4	1	0	3	1
Trafd1	0	0	0	1	2
0a25	1	0	0	1	0
Erp29	7	4	9	10	13
Aldh2	5	6	4	10	21
Acad12	0	1	0	0	3
Acad10	0	0	0	0	1
Brap	0	1	1	0	0
Atxn2	2	2	0	2	0
Sh2b3	0	0	0	1	0
Fam109a	0	1	0	1	1
Cux2	1	0	0	0	1
Ppp1cc	0	2	0	3	3
Hvcn1	0	0	0	1	1
Tctn1	2	1	1	1	1
Gm15481	0	0	0	1	0
Pptc7	3	2	2	2	2
Vps29	2	4	7	10	5
Fam216a	0	1	0	4	1
Gpn3	0	2	1	1	4
Arpc3	3	4	4	8	12
A0pc7	2	0	0	1	2
Atp2a2	6	3	1	3	6
Gm43359	0	1	1	0	0
Ift81	0	0	0	0	0
P2rx4	1	1	0	2	4
Camkk2	2	2	1	1	0
A0pc5	1	6	4	3	4
Rnf34	0	0	0	1	1
Kdm2b	0	1	1	0	0
Tmem120b	0	0	0	1	1
Rhof	1	0	1	0	2
Gm43413	0	1	0	0	0
AI480526	2	0	0	1	0
Setd1b	0	2	1	1	1
Psmd9	2	2	1	2	3
Wdr66	0	0	0	0	1
Rpl35a-ps6	0	2	3	6	6
Bcl7a	0	1	0	1	2
Mlxip	0	1	0	0	0
Lrrc43	1	0	0	0	0
Vps33a	0	0	2	1	1
Clip1	3	1	5	5	3
Zcchc8	0	0	0	2	1
Rsrc2	2	3	4	6	3
Denr	1	5	1	12	10
Hip1r	0	0	0	1	0
Vps37b	1	0	0	0	3
Abcb9	0	0	0	1	1
Ogfod2	1	2	1	2	0
Arl6ip4	2	8	3	3	3
Pitpnm2	0	4	0	2	0
Mphosph9	0	0	0	0	1
2810006K23Rik	2	0	0	0	0
Cdk2ap1	1	1	0	0	1
Sbno1	0	1	1	3	6
Kmt5a	1	0	0	1	6
Rilpl2	0	2	2	1	5
Snrnp35	1	0	0	0	0
Rilpl1	0	1	0	0	1
Tmed2	0	1	1	3	6
Ddx55	0	0	0	0	1
Eif2b1	0	0	0	3	1
Gtf2h3	1	0	0	1	1
Tctn2	2	1	0	0	0
Atp6v0a2	2	3	1	1	1
D0h10	1	0	0	0	0
Ccdc92	1	0	2	1	0
Zfp664	0	1	1	0	3
Ncor2	3	0	2	2	4
Scarb1	1	10	5	11	17
Ubc	26	24	22	23	57
Dhx37	0	0	0	2	1
Bri3bp	0	0	1	2	1
Aacs	0	1	2	2	2
Tmem132b	0	0	0	0	0
Slc15a4	1	0	0	1	1
Glt1d1	0	1	0	0	0
Tmem132d	0	0	0	0	0
Rimbp2	1	0	2	0	0
Stx2	1	0	0	0	0
Ran	3	7	3	12	19
Rps16-ps2	0	1	2	1	2
Sfswap	1	1	2	2	1
Mmp17	2	1	0	1	1
Mrps17	3	0	6	9	9
Nips0p2	2	0	1	2	1
Psph	0	0	0	1	1
Cct6a	3	2	0	7	7
Sumf2	0	1	0	0	2
Phkg1	0	0	1	0	1
Chchd2	35	21	24	49	44
Zbed5	0	3	1	0	0
Vkorc1l1	1	2	0	3	0
Gusb	0	3	1	5	3
Asl	0	0	1	4	1
Crcp	2	0	1	3	1
Tpst1	3	0	0	0	1
Rabgef1	1	0	0	1	0
Gm15920	1	1	0	1	0
Tmem248	0	2	0	2	2
Sbds	1	1	1	3	0
Tyw1	1	1	0	0	0
Caln1	1	0	0	0	1
Galnt17	1	0	2	1	2
Auts2	1	1	0	1	1
Gm42443	1	0	0	0	0
Gm10051	2	0	0	9	6
Gatsl2	4	1	1	4	1
Rcc1l	0	0	0	0	2
Gtf2ird2	1	0	0	0	1
Ncf1	0	0	0	1	2
Gtf2i	0	1	1	7	5
Gtf2ird1	2	0	0	0	2
Gm16020	7	0	1	10	9
Clip2	0	0	0	0	0
Rfc2	1	2	0	0	2
Eif4h	5	8	7	8	13
Limk1	0	1	0	0	0
Eln	0	2	0	0	0
Mettl27	0	0	1	0	0
Cldn3	0	0	0	2	1
Abhd11	1	1	0	1	3
Abhd11os	1	0	0	0	0
Stx1a	0	3	0	2	0
Bud23	1	0	0	1	1
D0jc30	1	1	0	2	3
Vps37d	0	0	0	0	1
Mlxipl	0	1	0	3	1
Tbl2	1	0	0	0	0
Bcl7b	4	3	1	3	3
Baz1b	2	0	1	3	4
Nsun5	1	0	0	0	2
Pom121	1	4	0	0	2
Hip1	1	1	0	0	0
Rhbdd2	3	0	1	0	1
Por	4	6	0	7	6
Gm16061	1	0	0	0	0
Tmem120a	0	0	2	0	1
Mdh2	2	6	2	8	3
Srrm3	0	0	0	2	0
Hspb1	0	0	1	0	4
Ywhag	8	6	4	13	16
Zp3	0	0	0	0	1
Rasa4	0	0	0	0	2
Polr2j	2	3	1	4	6
Lrwd1	0	2	0	0	0
Alkbh4	0	0	0	1	1
Orai2	0	0	1	0	1
Prkrip1	0	0	0	2	3
Sh2b2	0	0	0	0	1
Cux1	3	0	0	2	1
Col26a1	0	0	0	0	1
Ift22	7	1	1	3	5
4933404O12Rik	1	0	0	0	0
Fis1	15	17	6	12	18
Znhit1	8	2	2	7	6
Plod3	1	3	2	2	1
Vgf	0	3	2	3	2
Ap1s1	5	5	5	5	2
Trim56	0	1	0	1	1
Ache	0	2	2	1	1
Ufsp1	1	0	0	2	2
Srrt	2	0	3	2	2
Trip6	0	0	0	0	3
Slc12a9	0	1	0	1	3
Ephb4	0	1	0	1	0
Pop7	0	3	0	2	0
Gigyf1	1	0	2	2	1
Gnb2	6	1	3	4	6
Actl6b	2	2	1	0	1
Mospd3	0	4	0	1	4
Gm7285	0	0	0	1	0
Pcolce	1	1	1	12	16
Agfg2	4	2	1	0	0
Nyap1	2	2	0	3	2
Tsc22d4	2	6	1	9	4
Mepce	0	0	1	1	1
Gm8099	0	0	1	0	0
Gjc3	0	1	0	0	1
Zkscan1	0	4	0	2	3
Zscan21	0	0	0	0	2
Cops6	10	6	6	10	7
Mcm7	1	0	2	1	0
Ap4m1	0	0	0	1	1
Taf6	1	2	0	0	0
Cnpy4	1	2	0	2	4
Mblac1	0	0	0	0	2
Lamtor4	6	2	2	11	13
BC037034	0	0	1	0	0
6330418K02Rik	1	0	0	1	1
Zfp157	1	0	0	2	3
Gm5564	0	0	0	0	1
Zfp68	0	0	1	0	1
A430033K04Rik	0	0	0	0	0
Fam20c	0	0	0	0	4
Pdgfa	2	1	1	1	2
Prkar1b	12	5	14	8	10
D0af5	1	0	0	0	0
Sun1	1	1	0	4	1
Get4	2	1	1	0	1
Adap1	2	1	3	1	0
Cox19	4	2	2	3	5
3110082I17Rik	2	0	0	0	1
Gpr146	1	2	1	0	0
Zfand2a	0	0	3	1	2
Ints1	0	1	1	1	2
Mafk	0	0	1	0	2
Psmg3	0	0	0	0	1
Gm24146	0	0	0	1	0
Elfn1	1	0	1	1	1
Mad1l1	2	1	0	2	2
Nudt1	0	0	0	1	0
Mrm2	0	1	1	0	0
Snx8	1	2	0	0	0
Eif3b	0	0	4	5	5
Chst12	1	0	1	1	2
Lfng	0	0	0	1	0
Ttyh3	0	2	0	1	0
Iqce	2	2	1	1	0
Brat1	2	2	0	1	0
Amz1	0	0	2	0	0
G012	3	1	0	1	5
Foxk1	2	1	0	0	2
Ap5z1	0	0	0	1	0
Radil	1	0	0	0	0
Mmd2	2	2	4	3	6
Wipi2	0	3	0	1	5
Slc29a4	1	0	0	0	0
Tnrc18	1	1	1	2	2
Fbxl18	0	1	0	2	1
Actb	45	44	34	75	107
Fscn1	1	0	0	2	3
Rnf216	3	1	0	1	0
Rbak	0	0	0	0	0
Zfp12	0	0	0	0	2
Zfp316	1	0	0	1	0
E130309D02Rik	0	0	0	2	1
Zdhhc4	0	0	0	2	1
Kdelr2	1	0	1	6	6
Daglb	0	1	0	1	1
Rac1	0	1	0	3	5
Fam220a	0	0	1	0	3
Cyth3	0	2	1	0	0
Usp42	1	1	0	1	0
D130017N08Rik	0	0	0	0	1
Eif2ak1	2	0	0	3	0
Aimp2	0	1	1	0	3
Pms2	1	0	1	1	0
Rsph10b	1	0	0	0	0
Ccz1	0	1	0	3	2
Lmtk2	1	2	2	0	1
Tecpr1	2	0	3	4	5
Gm43267	0	0	0	0	0
Bri3	1	2	0	1	2
Tmem130	10	15	10	13	15
Trrap	1	2	3	0	2
Smurf1	1	1	0	1	1
Arpc1a	2	1	2	4	7
Arpc1b	2	9	8	22	20
Pdap1	7	3	4	4	10
Bud31	1	3	3	2	3
Ptcd1	2	1	0	0	0
Atp5j2	15	20	11	15	30
Zkscan14	0	1	0	0	0
Zkscan5	0	0	0	1	2
Zfp655	1	1	0	1	0
Rnf6	0	0	0	3	3
Cdk8	0	1	0	1	1
Wasf3	0	0	1	1	0
Gm8494	0	1	0	1	1
Gpr12	0	0	0	1	1
Usp12	0	0	0	0	1
Rpl21	14	33	19	50	67
Rasl11a	0	0	1	1	1
Gtf3a	0	0	0	3	3
Mtif3	0	1	0	2	1
Lnx2	0	0	1	2	1
Polr1d	6	3	4	14	16
Pan3	0	1	0	0	1
Flt1	3	1	1	4	3
Pomp	11	5	5	9	23
Slc7a1	0	0	0	1	2
Ubl3	2	2	1	4	6
Kat0l1	1	2	0	0	1
1810059H22Rik	1	1	0	0	0
Hmgb1	6	3	6	7	21
Uspl1	0	1	1	3	1
Alox5ap	0	1	1	1	0
Hsph1	4	2	2	7	12
B3glct	2	1	0	0	1
Fry	4	2	2	6	0
N4bp2l1	2	2	0	1	1
N4bp2l2	2	1	1	2	6
Pds5b	1	1	0	1	3
Stard13	1	2	0	1	0
Rfc3	0	0	0	0	2
Gm20559	1	0	1	1	2
Vps50	2	0	0	1	2
Calcr	0	0	0	0	0
Gng11	0	0	0	2	2
Bet1	1	3	0	1	4
Col1a2	1	3	7	11	13
Casd1	0	0	0	1	1
Sgce	3	1	1	2	1
Peg10	5	0	1	4	1
Ppp1r9a	1	1	2	2	5
Gm44250	0	1	1	0	2
Pon3	0	0	0	1	1
Pon2	1	1	0	5	2
Asb4	0	0	0	0	1
Pdk4	0	0	0	0	0
Dync1i1	1	0	3	2	3
Slc25a13	0	0	1	2	0
Sem1	13	4	9	19	20
Dlx6	0	1	0	0	0
Sdhaf3	0	1	0	1	0
Tac1	3	1	0	0	3
Asns	0	1	0	0	2
C1galt1	0	2	1	0	2
Mios	1	0	0	1	0
Rpa3	0	0	0	3	0
Ica1	1	1	0	2	1
Nxph1	1	0	0	0	0
Ndufa4	13	26	16	27	36
Phf14	0	1	1	2	2
Thsd7a	0	0	0	0	1
Tmem106b	0	0	0	2	4
Tmem168	0	0	1	0	1
2610001J05Rik	2	5	2	4	4
Foxp2	1	0	0	1	3
Mdfic	0	0	0	2	0
Tes	0	0	2	2	0
Cav2	2	3	1	4	2
Cav1	2	3	2	3	5
Met	1	0	0	0	0
Capza2	3	4	2	7	3
St7	1	0	1	1	1
Cttnbp2	1	0	0	0	0
Gm20186	2	1	0	1	1
Lsm8	2	0	2	5	4
Kcnd2	1	0	0	0	0
Gm42583	0	0	1	1	1
Tspan12	0	1	0	0	3
Ing3	0	0	2	0	0
Cped1	1	0	1	1	3
Fam3c	1	0	0	0	2
Ptprz1	2	2	1	0	0
Fezf1	0	2	0	0	0
Cadps2	0	1	1	0	0
Ndufa5	31	20	9	29	23
Wasl	0	1	0	2	2
Tmem229a	1	0	1	0	1
Gpr37	0	0	0	0	1
Pot1a	1	0	0	1	0
Zfp800	0	0	0	0	1
Gcc1	1	0	0	0	0
Arf5	5	2	2	2	5
Snd1	1	1	0	2	3
Lrrc4	0	0	0	0	0
Lep	0	2	0	0	1
Rbm28	0	1	0	1	2
Prrt4	0	0	0	1	0
Impdh1	1	0	0	2	3
Hilpda	0	0	1	0	0
Calu	0	1	0	2	10
Ccdc136	2	2	3	1	2
Flnc	1	0	1	0	0
Atp6v1f	15	15	10	14	15
Tnpo3	3	1	0	2	2
Tspan33	1	0	1	0	2
Smo	0	1	1	3	2
Ahcyl2	1	0	0	3	2
Strip2	0	0	0	2	0
Nrf1	1	0	1	1	2
Ube2h	2	3	1	2	5
Zc3hc1	0	0	1	1	1
Klhdc10	5	0	2	2	2
Tmem209	0	0	2	1	1
Cep41	0	0	0	1	0
Mest	3	1	4	0	0
Copg2	0	2	1	1	2
Lncpint	0	0	0	0	0
5330406M23Rik	0	0	0	1	1
Gm37728	0	0	0	1	0
2210408F21Rik	0	1	0	1	1
Mkln1	2	1	0	4	1
Podxl	0	2	0	1	0
Plx04	0	0	1	2	2
Chchd3	1	4	1	3	4
Exoc4	1	4	1	3	1
Gm13854	0	0	0	0	1
Slc35b4	1	0	0	0	1
Akr1b3	2	2	2	6	7
Akr1b8	2	0	0	0	2
Akr1b10	2	1	2	5	3
Akr1b7	0	7	6	0	1
Bpgm	3	3	0	4	6
Cald1	0	4	3	9	17
Gm13864	0	0	1	0	0
Tmem140	0	1	0	0	0
3110062M04Rik	0	0	0	1	1
Wdr91	0	1	0	0	1
Cnot4	1	3	0	1	1
Nup205	1	0	1	2	2
1810058I24Rik	1	3	3	3	5
Mtpn	1	2	2	6	3
Chrm2	0	0	0	0	1
Ptn	2	1	2	5	3
Creb3l2	0	1	0	3	5
Atp6v0c-ps2	3	3	1	3	1
Trim24	0	1	0	0	0
D630045J12Rik	0	0	0	0	0
Zc3hav1	0	0	1	1	1
Rpl30-ps1	1	1	0	3	2
Ubn2	1	0	2	1	5
Fmc1	8	6	5	5	4
Gm15697	0	0	0	0	1
Luc7l2	3	5	3	8	10
Gm26699	2	1	1	1	2
Clec2l	0	0	0	0	0
Hipk2	2	8	3	7	10
Parp12	0	1	1	1	2
Kdm7a	0	0	0	3	1
Slc37a3	0	0	1	1	0
Mkrn1	2	1	1	3	3
Dennd2a	3	1	0	0	1
Adck2	0	0	0	0	1
Ndufb2	9	6	1	6	8
Braf	2	0	0	2	0
Mrps33	4	6	4	7	15
Tmem178b	0	0	0	0	1
Gm37673	0	0	0	0	1
Agk	1	0	0	0	2
E330009J07Rik	0	0	0	0	0
Ssbp1	2	2	0	5	8
Trbc2	0	0	0	0	2
Ephb6	1	0	0	0	2
Gstk1	2	0	0	1	5
Casp2	0	0	1	0	0
Fam131b	0	0	0	1	0
Zyx	2	3	2	3	2
Tcaf2	0	0	0	2	2
Tcaf1	3	1	3	7	11
Nobox	0	0	1	1	2
Cnt0p2	2	1	1	1	2
Cul1	2	3	0	2	0
Rny1	1	0	1	1	3
Pdia4	0	0	2	7	14
Rpl35a-ps7	0	0	3	1	2
Zfp398	0	0	0	1	1
Zfp282	0	0	0	0	0
Zfp783	0	0	0	0	1
Zfp956	0	0	0	0	2
Zfp777	0	0	1	1	1
Zfp746	0	0	0	1	2
Krba1	0	1	0	2	1
Zfp467	1	0	0	1	1
Zfp862-ps	0	0	0	1	1
Gm10243	6	12	4	22	29
Atp6v0e2	9	6	4	2	5
Lrrc61	0	1	0	0	0
Rarres2	2	7	2	10	15
Repin1	0	1	0	0	1
AI854703	0	0	1	0	2
Gimap9	1	0	0	0	1
Gimap4	0	0	2	0	1
Gimap6	0	1	0	4	1
Gimap1	0	0	0	0	1
Gimap5	0	0	0	1	0
Gimap3	0	0	0	1	1
Tmem176b	2	5	1	18	23
Tmem176a	3	9	3	16	15
Gpnmb	0	2	0	7	4
Malsu1	1	0	0	0	6
Igf2bp3	1	1	1	1	6
Tra2a	2	0	1	2	7
Ccdc126	0	0	1	1	0
Npy	7	2	0	4	1
Mpp6	1	0	1	1	2
Gsdme	1	1	0	3	0
Osbpl3	0	0	0	0	0
Cycs	21	17	10	25	27
Npvf	0	0	0	0	0
Hnrnpa2b1	19	17	14	36	39
Cbx3	2	1	0	2	2
Snx10	1	1	0	0	1
Skap2	1	2	0	5	1
Gm8129	0	0	0	0	2
Hibadh	1	0	0	4	3
Tax1bp1	1	2	2	4	9
Jazf1	0	0	0	0	0
Creb5	0	0	0	0	1
Tril	1	1	0	2	0
Chn2	1	1	0	0	1
Wipf3	0	0	0	2	0
Scrn1	4	1	1	2	8
Fkbp14	1	0	0	1	0
Plekha8	0	1	0	0	0
Mturn	3	0	2	0	1
Znrf2	1	1	2	1	5
Nod1	0	0	0	0	0
Ggct	0	1	0	1	6
Gars	1	1	2	1	1
Mindy4	0	0	0	0	0
Aqp1	0	0	1	4	5
Adcyap1r1	2	2	1	4	0
Ppp1r17	0	1	1	0	0
Lsm5	1	1	1	4	2
Avl9	0	0	0	0	0
Kbtbd2	0	4	0	1	3
Fkbp9	1	1	0	1	7
Nt5c3	1	0	0	1	1
Ppm1k	1	1	0	1	1
Herc6	0	0	0	2	0
Pyurf	1	0	0	1	2
Lancl2	2	0	0	0	1
Rps15-ps2	0	4	0	4	1
Abcg2	0	0	0	1	0
Herc3	0	0	0	0	1
0p1l5	7	4	2	1	8
Fam13a	0	1	3	9	6
Tigd2	0	0	1	0	1
A530053G22Rik	0	0	0	0	0
Snca	5	4	3	4	4
Ccser1	0	0	0	0	0
Grid2	0	0	1	0	0
Smarcad1	1	1	0	0	1
Ndnf	0	1	0	0	0
Prdm5	0	1	1	1	4
Mad2l1	0	0	0	1	1
Gm4045	0	0	0	1	1
Gm9794	0	2	1	1	3
Gng12	0	2	0	0	4
Gadd45a	0	0	2	0	3
E230016M11Rik	0	0	1	0	1
Gm8566	0	1	2	2	2
Serbp1	11	6	3	18	25
Igkv10-96	0	0	0	0	1
Rn7s6	0	1	1	4	1
Igkc	2	0	2	0	0
Rpia	1	2	0	0	2
Eif2ak3	1	0	0	0	1
Rpl34-ps1	1	3	1	0	6
Thnsl2	0	1	0	0	1
Smyd1	0	0	0	1	0
Krcc1	1	1	1	1	0
Cd8b1	0	1	1	0	0
Rmnd5a	2	3	0	6	5
Rnf103	1	1	1	0	3
Chmp3	5	3	4	6	3
Kdm3a	0	0	0	1	0
Gm6063	2	0	0	0	1
Rpl19-ps9	1	1	1	0	1
Reep1	0	0	0	0	0
Mrpl35	0	1	1	4	3
Immt	4	5	5	12	9
Ptcd3	0	0	2	1	2
Polr1a	0	0	0	1	2
St3gal5	0	1	2	6	9
Usp39	0	1	0	0	2
Gm45051	0	1	0	0	0
Tmem150a	0	0	0	0	0
Rnf181	4	5	5	6	6
Vamp5	0	2	0	1	3
Vamp8	2	1	4	8	6
Ggcx	0	0	0	2	1
Mat2a	1	4	2	9	6
Capg	2	3	1	3	2
Elmod3	0	0	0	0	0
Retsat	0	0	0	3	2
Tgoln1	0	1	1	4	6
Tcf7l1	0	0	0	0	2
Kcmf1	2	3	1	1	6
Tmsb10	41	28	10	46	65
D0h6	0	0	0	0	0
Suclg1	3	3	2	17	11
Gm6210	1	0	1	2	2
Ctn02	2	0	0	0	0
Lrrtm1	2	1	1	0	0
Gm44234	2	0	0	0	0
Gm20594	0	0	1	0	0
Lrrtm4	1	0	1	0	0
Gcfc2	0	0	0	0	1
Mrpl19	1	0	0	3	2
Eva1a	0	0	0	1	0
Pole4	1	0	0	1	2
Hk2	1	1	0	2	1
Sema4f	0	0	0	0	3
Gm19287	0	1	1	2	1
Dok1	0	1	0	2	0
Loxl3	0	1	0	0	1
Htra2	1	0	0	2	3
Aup1	0	0	3	4	5
Pcgf1	1	0	0	1	2
Mogs	0	0	1	1	2
Wbp1	1	1	0	0	1
Ino80b	1	0	0	0	1
Rtkn	1	1	1	0	1
Wdr54	0	1	0	1	1
1700003E16Rik	0	0	1	0	3
Dctn1	2	3	5	3	5
Mthfd2	1	0	0	3	5
Mob1a	0	0	1	3	3
Bola3	3	2	1	2	6
Tet3	2	0	0	1	2
Dguok	1	1	0	2	3
Actg2	0	1	0	0	1
Stambp	0	0	0	1	0
Tex261	0	0	3	6	2
0gk	6	3	5	5	12
Paip2b	1	0	1	4	2
Gm5312	2	2	2	1	2
Zfp638	1	1	2	1	5
Exoc6b	0	1	0	0	0
Npm3-ps1	0	0	1	1	1
Spr	2	3	4	8	8
Sfxn5	3	2	0	1	1
Rab11fip5	1	1	0	2	1
Smyd5	1	0	0	3	2
Pradc1	0	0	0	0	0
Cct7	6	8	3	7	17
Fbxo41	0	1	0	1	0
Alms1	0	1	0	1	1
Ptges3-ps	0	0	0	0	2
0t8f4	0	0	0	0	0
0t8f1	2	1	1	0	0
Tprkb	1	2	0	1	3
Dusp11	1	0	1	3	2
Gm19265	1	0	0	0	0
Add2	1	1	1	0	1
Tgfa	0	1	0	1	1
Gm10443	0	1	0	4	3
Fam136a	0	2	1	3	2
Snrpg	6	7	4	19	17
Pcyox1	2	4	3	5	8
Tia1	4	0	1	2	11
C87436	0	0	0	0	2
2310040G24Rik	0	0	0	0	0
Gm44386	1	0	0	1	1
Pcbp1	3	5	2	4	6
1600020E01Rik	0	0	0	2	1
Mxd1	0	0	0	0	3
Snrnp27	3	0	1	3	2
Gmcl1	1	0	1	1	0
Anxa4	1	0	0	5	5
2610306M01Rik	0	0	0	0	0
Aak1	3	1	3	2	3
Nfu1	3	2	2	7	13
Gfpt1	2	2	0	4	5
Antxr1	1	0	0	2	1
Gm5879	0	0	0	0	0
Isy1	1	1	0	0	0
Cnbp	5	2	4	9	12
Copg1	4	3	2	4	7
Hmces	0	0	1	0	3
Gm5577	0	0	1	0	0
Rab7	3	3	3	5	6
Rpn1	5	3	3	9	6
Eefsec	1	1	0	1	1
Ruvbl1	1	0	0	5	2
Sec61a1	4	2	3	3	9
Mgll	2	8	13	5	6
Gm44005	0	0	1	1	1
Abtb1	0	1	1	2	3
Podxl2	2	2	0	1	3
Tpra1	0	0	1	1	0
Plx01	2	0	1	1	1
Chchd6	4	2	3	4	1
Zxdc	0	0	0	0	0
Cfap100	0	1	0	1	1
Klf15	0	1	0	0	0
Aldh1l1	2	2	1	2	0
Slc41a3	1	0	0	0	2
Iqsec1	1	2	2	2	1
Nup210	1	0	0	0	2
Hdac11	7	3	2	0	8
Wnt7a	0	1	0	1	0
Gm4575	1	0	0	0	0
1810044D09Rik	0	0	0	1	1
Chchd4	2	1	0	2	0
Tmem43	1	2	2	0	2
Xpc	0	0	0	1	0
Lsm3	1	1	2	3	2
Slc6a6	3	3	1	5	5
Ccdc174	3	1	0	2	0
Nr2c2	1	1	1	0	4
Mrps25	3	0	0	1	2
Rbsn	0	0	1	0	4
Trh	1	4	1	3	4
Prickle2	0	0	1	1	1
Adamts9	0	1	0	0	1
A730049H05Rik	0	0	0	1	0
Magi1	0	0	1	3	0
Slc25a26	1	0	2	1	1
Lrig1	1	0	0	0	0
Suclg2	0	0	2	1	0
Fam19a1	0	1	0	0	1
Eogt	0	0	0	0	0
Tmf1	1	1	0	0	2
Uba3	0	4	1	2	2
Arl6ip5	4	5	2	6	7
Frmd4b	1	0	1	0	3
Foxp1	2	3	2	5	8
Eif4e3	1	0	0	1	1
Gpr27	1	0	0	1	1
Tpt1-ps3	0	2	2	3	5
Rybp	0	0	0	1	0
Shq1	0	0	1	0	1
Gm6565	0	0	0	0	1
Ppp4r2	0	0	1	1	3
Pdzrn3	0	0	2	0	0
Chl1	1	2	1	0	0
Cntn6	1	1	1	0	1
Gm15631	0	0	1	0	0
Cntn4	0	0	0	0	0
Trnt1	0	1	1	0	1
Crbn	0	0	0	0	0
Lrrn1	1	0	0	2	0
Sumf1	1	0	1	1	0
Itpr1	0	3	1	1	9
Bhlhe40	2	0	1	0	2
Arl8b	1	2	1	1	5
Edem1	0	0	1	0	4
Grm7	1	0	0	0	1
Lmcd1	0	1	0	1	2
Ssu2	0	0	1	1	0
Oxtr	0	1	0	0	1
Rad18	1	0	3	0	0
Srgap3	1	2	1	2	1
Thumpd3	2	1	0	2	4
Gt(ROSA)26Sor	1	0	0	3	1
Setd5	1	1	3	2	3
Lhfpl4	6	11	3	8	12
Mtmr14	1	0	1	0	0
Cpne9	1	1	0	0	0
Brpf1	0	0	1	2	1
Ogg1	0	0	1	1	0
Camk1	1	0	1	1	2
Tada3	0	2	0	0	0
Arpc4	2	2	1	2	5
Ttll3	2	0	0	0	0
Rpusd3	0	0	0	0	1
Cidec	1	5	3	4	4
Jagn1	0	0	3	3	4
Il17re	0	0	0	0	0
Creld1	1	2	0	0	4
Prrt3	0	1	0	0	0
Emc3	1	1	1	6	3
Brk1	3	3	2	9	17
Vhl	1	0	1	1	0
Irak2	0	0	0	0	1
Tatdn2	0	1	0	1	0
Sec13	1	0	1	2	5
Atp2b2	1	1	1	1	0
Slc6a11	5	4	3	5	6
Slc6a1	2	3	2	2	3
Hrh1	1	1	1	2	2
Atg7	1	0	0	0	1
Vgll4	0	0	4	4	3
Tamm41	1	0	0	2	3
Syn2	6	6	3	4	4
Timp4	2	1	0	1	1
Pparg	0	0	0	2	1
Tsen2	0	1	0	1	2
Mkrn2	0	0	2	0	2
Raf1	0	1	0	2	0
Rpl32	18	16	8	32	49
Mbd4	0	0	1	0	1
Ift122	3	5	2	2	3
H1foo	1	1	1	2	1
Plxnd1	1	1	2	0	4
Tmcc1	0	0	1	0	1
Gm8203	0	1	0	0	3
Gm8213	1	0	0	0	0
Washc2	1	1	1	1	3
08-Mar	6	6	0	4	5
Zfp422	0	0	1	1	0
Rassf4	2	0	0	0	0
8430408G22Rik	0	1	0	0	1
Tmem72	0	0	0	0	0
Cxcl12	0	1	1	1	5
Gm7292	0	1	0	0	0
Zfp637	2	1	1	2	2
Zfp239	0	0	0	1	0
Hnrnpf	2	2	3	9	2
Fxyd4	0	1	0	0	0
Rasgef1a	0	1	2	0	1
Ret	0	0	1	0	0
Bms1	0	2	0	1	5
Zfp9	0	0	0	0	0
Ankrd26	0	0	0	0	0
Cac01c	1	1	1	0	1
Lrtm2	1	0	1	2	1
Adipor2	1	3	1	6	7
Fbxl14	0	0	0	0	6
Erc1	1	1	0	1	0
Rad52	0	0	0	1	0
Wnk1	2	3	2	5	6
Ninj2	0	0	0	2	1
Kdm5a	3	1	0	8	4
Il17ra	1	1	1	2	0
Hdhd5	0	0	0	1	0
Slc25a18	3	0	1	0	4
Atp6v1e1	7	6	5	14	10
Bcl2l13	0	1	1	1	5
Bid	3	0	0	1	0
Mical3	1	0	1	2	2
Pex26	0	1	0	0	0
Tuba8	0	0	0	0	0
Iqsec3	4	0	0	1	2
A2m	1	1	1	0	0
M6pr	2	2	1	2	8
Phc1	1	2	0	0	1
Rimklb	1	2	0	0	2
Gm8430	0	0	0	3	2
Mfap5	0	1	1	1	0
Apobec1	0	1	0	0	0
Dppa3	0	0	0	1	0
Gm10420	0	0	0	1	1
Gm10224	0	1	0	0	0
Slc2a3	0	0	2	1	0
Foxj2	0	0	0	1	0
Necap1	4	3	2	0	2
Gm5883	0	0	0	1	0
Pex5	0	3	0	0	0
Clstn3	6	3	6	5	7
C1rl	0	1	1	0	2
C1ra	0	1	0	1	3
C1s1	2	1	0	4	3
Lpcat3	2	2	1	1	0
Emg1	2	2	2	2	7
Phb2	1	8	2	6	9
Ptpn6	0	0	0	0	3
Grcc10	6	5	5	11	10
Atn1	0	0	0	0	0
